0.403284 -0.749088
0.541127 -0.956247
0.641253 -0.949164
1.354919 -0.029578
0.403282 -0.749104
0.541101 -0.956239
0.641253 -0.949164
1.354919 -0.029578
0.403280 -0.749120
0.541075 -0.956231
0.641253 -0.949164
1.354920 -0.029578
0.403278 -0.749137
0.541049 -0.956223
0.641253 -0.949164
1.354920 -0.029578
0.403276 -0.749153
0.541023 -0.956215
0.641253 -0.949164
1.354920 -0.029578
0.403274 -0.749169
0.540997 -0.956207
0.641253 -0.949164
1.354920 -0.029578
0.403272 -0.749186
0.540971 -0.956199
0.641253 -0.949164
1.354920 -0.029578
0.403270 -0.749202
0.540945 -0.956191
0.641253 -0.949164
1.354921 -0.029578
0.403268 -0.749218
0.540919 -0.956183
0.641253 -0.949164
1.354921 -0.029578
0.403266 -0.749235
0.540893 -0.956175
0.641253 -0.949164
1.354921 -0.029578
0.403264 -0.749251
0.540867 -0.956167
0.641253 -0.949164
1.354921 -0.029578
0.403262 -0.749268
0.540841 -0.956159
0.641253 -0.949164
1.354921 -0.029578
0.403260 -0.749284
0.540815 -0.956151
0.641253 -0.949164
1.354922 -0.029578
0.403258 -0.749301
0.540788 -0.956142
0.641253 -0.949164
1.354922 -0.029578
0.403256 -0.749317
0.540762 -0.956134
0.641253 -0.949164
1.354922 -0.029578
0.403254 -0.749334
0.540736 -0.956126
0.641253 -0.949164
1.354922 -0.029578
0.403252 -0.749350
0.540710 -0.956118
0.641253 -0.949164
1.354922 -0.029578
0.403250 -0.749367
0.540683 -0.956110
0.641253 -0.949164
1.354923 -0.029578
0.403248 -0.749383
0.540657 -0.956101
0.641253 -0.949164
1.354923 -0.029578
0.403246 -0.749400
0.540631 -0.956093
0.641253 -0.949164
1.354923 -0.029578
0.403244 -0.749417
0.540604 -0.956085
0.641253 -0.949164
1.354923 -0.029578
0.403242 -0.749433
0.540578 -0.956076
0.641253 -0.949164
1.354923 -0.029578
0.403240 -0.749450
0.540552 -0.956068
0.641253 -0.949164
1.354924 -0.029578
0.403239 -0.749467
0.641253 -0.949164
0.540525 -0.956060
1.354924 -0.029578
0.403237 -0.749484
0.641253 -0.949164
0.540499 -0.956052
1.354924 -0.029578
0.403235 -0.749501
0.641253 -0.949164
0.540472 -0.956043
1.354924 -0.029578
0.403233 -0.749517
0.641253 -0.949164
0.540446 -0.956035
1.354924 -0.029578
0.403231 -0.749534
0.641253 -0.949164
0.540419 -0.956026
1.354925 -0.029578
0.403229 -0.749551
0.641253 -0.949164
0.540393 -0.956018
1.354925 -0.029578
0.403227 -0.749568
0.641253 -0.949164
0.540366 -0.956010
1.354925 -0.029578
0.403225 -0.749585
0.641253 -0.949164
0.540339 -0.956001
1.354925 -0.029578
0.403223 -0.749602
0.641253 -0.949164
0.540313 -0.955993
1.354925 -0.029578
0.403221 -0.749619
0.641253 -0.949164
0.540286 -0.955984
1.354926 -0.029578
0.403219 -0.749636
0.641253 -0.949164
0.540259 -0.955976
1.354926 -0.029578
0.403217 -0.749653
0.641253 -0.949164
0.540233 -0.955967
1.354926 -0.029578
0.403215 -0.749670
0.641253 -0.949164
0.540206 -0.955959
1.354926 -0.029578
0.403214 -0.749687
0.641253 -0.949164
0.540179 -0.955950
1.354926 -0.029578
0.403212 -0.749704
0.641253 -0.949164
0.540153 -0.955942
1.354927 -0.029578
0.403210 -0.749721
0.641253 -0.949164
0.540126 -0.955933
1.354927 -0.029578
0.403208 -0.749738
0.641253 -0.949165
0.540099 -0.955925
1.354927 -0.029578
0.403206 -0.749755
0.641253 -0.949165
0.540072 -0.955916
1.354927 -0.029578
0.403204 -0.749772
0.641253 -0.949165
0.540045 -0.955907
1.354927 -0.029578
0.403202 -0.749790
0.641253 -0.949165
0.540018 -0.955899
1.354928 -0.029578
0.403200 -0.749807
0.641253 -0.949165
0.539991 -0.955890
1.354928 -0.029578
0.403199 -0.749824
0.641253 -0.949165
0.539964 -0.955881
1.354928 -0.029578
0.403197 -0.749841
0.641253 -0.949165
0.539937 -0.955873
1.354928 -0.029578
0.403195 -0.749859
0.641253 -0.949165
0.539911 -0.955864
1.354928 -0.029578
